"","Tid","BNP","KRE","RUR","RHI"
"243",2011-08-15,-5820.87274683034,92602.5083202887,45639.9244078057,-8.58746463842063
"244",2011-11-15,-4274.93918723405,80585.8454326255,47155.0010961721,-14.1938512528948
"245",2012-02-15,-9158.52436830962,69836.5552931591,34242.9289751905,-16.6670759346305
"246",2012-05-15,-6965.70260940739,63094.1032389217,30930.2204079955,-16.8772737785405
"247",2012-08-15,-5757.041379408,49499.4547371107,26753.8787234415,-17.8470913016702
"248",2012-11-15,-6095.64366473006,26320.4417301552,27231.8728957487,-18.6116747036707
"249",2013-02-15,-10872.920767592,14410.4460348444,21972.7476818122,-17.7583125851023
"250",2013-05-15,-7115.2911413944,16780.1558342092,17555.830868487,-15.7530265966926
"251",2013-08-15,-5964.33073514842,11929.2507127852,14937.9681468858,-16.8873201388533
"252",2013-11-15,-5849.47460921246,2810.92133027698,11854.6527040806,-17.5117460928864
"253",2014-02-15,-8700.09044767981,-12250.0173167509,6346.14947488217,-16.7800929196467
"254",2014-05-15,-7679.2458863121,-22577.4520196865,-1423.21097169713,-13.6661719034421
"255",2014-08-15,-5138.33731299886,-24714.4559549952,-2961.60296461778,-14.4145606271713
"256",2014-11-15,-2960.6402051229,-28530.5195363094,-5167.78241791798,-15.2205134397584
"257",2015-02-15,-5705.26054640368,-30800.4228469173,-8181.08379034186,-10.6424172109707
"258",2015-05-15,-4604.0667843668,-45035.1792588805,-12701.0859317927,-7.76519469529436
"259",2015-08-15,-4179.24226874025,-43654.7712355349,-11674.9143473605,-8.49746231735319
"260",2015-11-15,-2885.52581832775,-40864.5772574516,-10149.0792122611,-8.57212046870765
"261",2016-02-15,-5383.8404340401,-37506.7485339258,-14269.6561018106,-6.2159854221223
"262",2016-05-15,16.4102892740381,-50994.6136214353,-18188.4198144182,-5.05450588855916
"263",2016-08-15,-1313.86876199184,-56123.5165672798,-17704.8631303911,-4.06390016522084
"264",2016-11-15,3245.39372958479,-61795.7788331935,-19740.2915074274,-5.63029704951491
"265",2017-02-15,-440.148614415969,-77073.1827180384,-24983.1190564798,-4.36113243021984
"266",2017-05-15,4545.72095028376,-80475.9359858643,-27740.9123575119,-1.27307248984846
"267",2017-08-15,371.396342841424,-88532.6284019641,-30901.4056770865,-2.0733151617538
"268",2017-11-15,3887.48322175367,-89850.0044294345,-29788.8615609283,-3.51429114770405
"269",2018-02-15,-1777.25439521746,-80692.6480545684,-27858.7229143657,0.554827088375745
"270",2018-05-15,4465.21724350866,-83118.5099294586,-31815.6981761392,1.02420414157358
"271",2018-08-15,3182.38694767123,-85763.6363464646,-34588.6182830818,-0.732065928453658
"272",2018-11-15,7833.10098996458,-76668.8361874339,-30844.0510157353,-1.99557090998545
"273",2019-02-15,1784.58461956142,-78313.1589829319,-28242.9272911885,-0.512801103469201
"274",2019-05-15,7191.23747543751,-71707.5980906499,-24529.8602048788,1.90699821643403
"275",2019-08-15,7238.10335433819,-59002.1852189651,-20606.0162770951,2.26377404829193
"276",2019-11-15,10075.3371125948,-55235.5270686284,-21296.1291111214,0.881868616311313
"277",2020-02-15,3421.38993757025,-61073.3655512462,-22647.0004397347,0.580965050639652
"278",2020-05-15,-7266.63344099307,-63364.0254498894,-20822.6954578059,3.10028340676389
"279",2020-08-15,-1884.05395145767,-63195.9076593858,-18450.9816722148,7.21889766983654
